timestamp,uav_id,x,y,z,vx,vy,vz,speed
9.6,9,35.572,186.8172,33.0136,-5.7666,-0.0118,12.1544,13.453
9.6,10,129.2922,95.1892,20.607,3.3701,4.8362,-16.7558,17.7625
9.6,11,111.6623,31.0429,48.1923,-11.4335,-0.0434,5.1194,12.5274
9.6,12,111.612,50.664,7.9948,4.8481,1.9173,14.5,15.4088
9.6,13,176.0775,91.2576,13.5233,15.3831,-7.7339,-16.9288,24.1462
9.6,14,123.5641,62.619,16.9103,12.2714,4.6835,-7.9452,15.3508
9.6,15,109.2809,173.097,22.1395,-12.2599,6.39,-9.6879,16.8818
9.6,16,93.5439,157.2476,43.9963,6.075,0.0218,1.2434,6.2009
9.6,17,54.8685,133.7155,35.1145,7.0546,-30.5223,-8.7956,32.5383
9.6,18,4.2843,79.3595,10.8604,2.8778,4.9487,-16.2264,17.2066
9.6,19,90.5078,123.991,36.427,4.4287,-2.2595,13.9869,14.8443
9.6,20,50.4185,115.6088,22.5057,4.381,1.2423,-6.0779,7.5945
9.6,21,93.8351,130.0514,28.341,10.2778,-21.5639,2.5674,24.0255
9.6,22,167.9616,18.2173,20.0823,-16.3592,-24.6129,9.0721,30.9147
9.6,23,40.5475,71.4754,30.7212,0.0013,0.796,-6.1836,6.2346
9.6,24,1.6489,22.1103,14.3843,0.8163,2.6487,-8.9383,9.3582
9.6,25,50.7063,105.1364,6.1585,-0.5223,0.6504,9.3546,9.3917
9.6,26,55.8417,62.484,38.221,9.4849,-17.6707,11.3987,23.0682
9.6,27,130.6483,3.2561,34.2271,2.222,-2.6197,-32.4556,32.6369
9.6,28,110.9301,14.6963,48.1652,4.9419,9.7421,14.4733,18.1331
9.6,29,154.3517,122.4088,46.429,-9.2644,12.1871,0.411,15.3142
9.6,30,128.468,28.3217,24.3246,0.5141,6.5275,-27.1982,27.9752
9.6,31,80.3326,170.816,27.6166,16.4998,16.0182,14.6702,27.2771
9.6,32,144.864,110.5435,28.6606,-7.5121,-9.8688,-0.0253,12.4027
9.6,33,31.195,72.92,5.4584,-3.3413,4.8591,-7.8582,9.8248
9.6,34,9.7642,122.8663,41.7058,0.9085,5.8272,14.5872,15.7343
9.6,35,35.4618,8.0318,25.2716,14.9258,-16.7176,-17.2287,28.2681
9.6,36,151.4295,193.6164,0.6112,-0.213,-20.152,-16.1918,25.8519
9.6,37,103.5332,106.7095,9.9259,2.8079,-18.6677,-16.3528,24.9756
9.6,38,33.162,156.8713,46.5337,19.3388,4.8613,22.2568,29.8829
9.6,39,88.4318,2.0897,5.9862,9.1444,-5.3979,8.0313,13.3139
9.6,40,35.6097,109.2408,28.2099,-4.0585,-2.0595,14.4927,15.1905
9.6,41,145.6193,107.2834,39.2847,-4.1356,-0.0988,-4.7119,6.2702
9.6,42,93.5822,184.3468,16.9654,19.2747,1.2838,24.3251,31.0624
9.6,43,89.4994,132.9009,40.6486,17.5135,-13.1216,5.1119,22.4729
9.6,44,54.4571,107.8999,37.3273,-11.0654,-3.1313,-7.8853,13.9437
9.6,45,106.2748,46.8182,4.5471,0.3581,-0.7011,-7.0386,7.0825
9.6,46,67.4378,77.4635,30.3547,-8.0458,-11.9212,22.4981,26.7023
9.6,47,14.3448,107.074,24.0086,5.456,-18.0602,-19.9556,27.4621
9.6,48,7.7665,78.4932,20.5866,-8.0279,-21.4208,10.0483,24.9854
9.6,49,197.9596,4.6868,18.2529,9.6561,-5.2326,1.6995,11.1134
9.7,0,50.4791,180.9317,5.4385,16.6209,0.4648,13.8196,21.6206
9.7,1,5.2966,150.3414,28.4848,18.4227,-0.655,14.4143,23.4008
9.7,2,177.6574,33.6865,7.7597,6.2622,-14.64,-21.5305,26.7788
9.7,3,116.6882,181.1861,24.9088,-1.7246,0.1469,-14.9636,15.0634
9.7,4,145.9496,153.8008,8.9793,-1.8564,-3.9671,-3.103,5.3677
9.7,5,154.6592,152.2035,47.6101,-11.2341,1.6641,-21.1054,23.9669
9.7,6,70.8126,68.5997,38.4844,-1.1258,-33.0848,-11.2425,34.9609
9.7,7,126.4199,72.8456,34.4102,0.5961,0.6705,13.8074,13.8365
9.7,8,25.6092,23.4709,33.3476,-5.3468,1.8739,-8.8617,10.518
9.7,9,34.9918,187.7908,32.2887,-5.8019,9.7354,-7.2486,13.453
9.7,10,127.9851,95.5278,21.7611,-13.071,3.3863,11.5406,17.7625
9.7,11,110.4702,31.4264,48.2284,-11.9207,3.8342,0.3613,12.5274
9.7,12,111.7439,50.8299,6.4686,1.3192,1.6592,-15.2623,15.4088
9.7,13,177.2392,91.0848,11.4136,11.6168,-1.7287,-21.0974,24.1462
9.7,14,123.8727,62.6492,18.4137,3.0865,0.3014,15.0343,15.3508
9.7,15,109.8174,173.131,20.5392,5.3654,0.34,-16.0029,16.8818
9.7,16,93.1483,157.6511,44.2517,-3.9564,4.0347,2.5534,6.2009
9.7,17,53.4316,132.3598,37.7,-14.3684,-13.5569,25.8553,32.5383
